transaction_id,transaction_date,customer_id,product,category,quantity,price,payment_method,city
TXN101433,2024-03-08,CUST297,Notebook,Education,3.0,500.0,Cash,Delhi
TXN101434,2024-01-19,CUST22,Notebook,Education,,2500.0,Cash,Pune
TXN101435,2024-01-22,CUST61,Wallet,Accessories,3.0,500.0,Card,Bangalore
TXN101436,2024-02-03,CUST311,Wallet,Accessories,2.0,1200.0,UPI,Pune
TXN101437,2024-03-06,CUST387,Books,Education,1.0,1200.0,UPI,Mumbai
TXN101438,2024-01-04,CUST190,Headphones,Electronics,2.0,500.0,UPI,Bangalore
TXN101439,2024-01-15,CUST367,Wallet,Accessories,2.0,15000.0,Cash,Mumbai
TXN101440,2024-01-18,CUST143,Wallet,Accessories,,2500.0,Cash,Mumbai
TXN101441,2024-01-21,CUST260,Books,Education,2.0,,Card,Bangalore
TXN101442,2024-03-31,CUST407,Backpack,Accessories,3.0,500.0,Cash,Bangalore
TXN101443,2024-02-01,CUST71,Lamp,Furniture,1.0,,Cash,Delhi
TXN101444,2024-03-03,CUST417,Lamp,Furniture,2.0,2500.0,UPI,Delhi
TXN101445,2024-03-07,CUST439,Books,Education,2.0,,Cash,Pune
TXN101446,2024-01-27,CUST364,Monitor,Electronics,1.0,15000.0,UPI,Mumbai
TXN101447,2024-03-22,CUST179,Wallet,Accessories,,,Card,Hyderabad
TXN101448,2024-03-03,CUST408,Desk,Furniture,2.0,2500.0,Cash,Delhi
TXN101449,2024-02-06,CUST215,Notebook,Education,3.0,500.0,Card,Bangalore
TXN101450,2024-02-10,CUST339,Lamp,Furniture,,500.0,UPI,Bangalore
TXN101451,2024-03-28,CUST121,Backpack,Accessories,,15000.0,UPI,Bangalore
TXN101452,2024-02-11,CUST134,Books,Education,,500.0,Cash,Bangalore
TXN101453,2024-01-07,CUST138,Wallet,Accessories,,15000.0,Card,Pune
TXN101454,2024-03-14,CUST449,Books,Education,3.0,15000.0,UPI,Hyderabad
TXN101455,2024-01-17,CUST310,Lamp,Furniture,1.0,65000.0,Cash,Mumbai
TXN101456,2024-02-15,CUST393,Monitor,Electronics,1.0,,Cash,Mumbai
TXN101457,2024-01-21,CUST430,Headphones,Electronics,2.0,2500.0,Cash,Delhi
TXN101458,2024-01-28,CUST284,Desk,Furniture,2.0,2500.0,Cash,Pune
TXN101459,2024-02-20,CUST406,Laptop,Electronics,1.0,65000.0,Card,Mumbai
TXN101460,2024-03-29,CUST127,Desk,Furniture,3.0,500.0,UPI,Bangalore
TXN101461,2024-02-04,CUST442,Monitor,Electronics,,1200.0,UPI,Mumbai
TXN100010,2024-03-10,CUST310,Headphones,Electronics,,500.0,UPI,Mumbai
TXN101463,2024-01-03,CUST155,Backpack,Accessories,3.0,2500.0,Card,Delhi
TXN101464,2024-02-18,CUST150,Office Chair,Furniture,3.0,,Card,Mumbai
TXN101465,2024-03-30,CUST274,Desk,Furniture,3.0,15000.0,Cash,Pune
TXN101466,2024-02-17,CUST391,Backpack,Accessories,,,Cash,Mumbai
TXN101467,2024-02-27,CUST190,Backpack,Accessories,1.0,15000.0,Card,Hyderabad
TXN101468,2024-01-11,CUST49,Keyboard,Electronics,3.0,1200.0,Cash,Pune
TXN101469,2024-03-19,CUST430,Desk,Furniture,2.0,500.0,Card,Hyderabad
TXN101470,2024-02-13,CUST428,Office Chair,Furniture,,2500.0,UPI,Mumbai
TXN101471,2024-03-12,CUST407,Notebook,Education,1.0,2500.0,Card,Hyderabad
TXN101472,2024-03-02,CUST264,Wallet,Accessories,2.0,2500.0,Cash,Mumbai
TXN101473,2024-01-02,CUST83,Monitor,Electronics,1.0,15000.0,Cash,Mumbai
TXN101474,2024-02-24,CUST254,Office Chair,Furniture,,500.0,UPI,Hyderabad
TXN100010,2024-01-16,CUST223,Backpack,Accessories,,15000.0,Card,Bangalore
TXN101476,2024-03-28,CUST105,Notebook,Education,2.0,1200.0,Cash,Bangalore
TXN101477,2024-01-18,CUST85,Notebook,Education,,1200.0,Cash,Delhi
TXN101478,2024-01-09,CUST3,Keyboard,Electronics,,1200.0,Card,Pune
TXN101479,2024-01-13,CUST32,Lamp,Furniture,1.0,65000.0,Cash,Delhi
TXN101480,2024-01-29,CUST177,Office Chair,Furniture,3.0,,Cash,Mumbai
TXN101481,2024-02-09,CUST189,Desk,Furniture,3.0,15000.0,Cash,Delhi
TXN101482,2024-01-28,CUST144,Books,Education,1.0,65000.0,UPI,Bangalore
TXN101483,2024-03-16,CUST310,Mouse,Electronics,,2500.0,Card,Hyderabad
TXN101484,2024-01-28,CUST47,Backpack,Accessories,2.0,500.0,Cash,Pune
TXN101485,2024-01-07,CUST71,Office Chair,Furniture,,500.0,Cash,Delhi
TXN101486,2024-01-16,CUST124,Wallet,Accessories,3.0,2500.0,Cash,Delhi
TXN101487,2024-03-07,CUST163,Wallet,Accessories,,2500.0,Cash,Mumbai
TXN101488,2024-02-25,CUST287,Office Chair,Furniture,3.0,,Card,Delhi
TXN101489,2024-01-04,CUST444,Books,Education,,,Card,Delhi
TXN101490,2024-01-25,CUST196,Notebook,Education,2.0,65000.0,Card,Pune
TXN101491,2024-01-01,CUST301,Mouse,Electronics,,2500.0,Card,Bangalore
TXN101492,2024-03-18,CUST140,Keyboard,Electronics,3.0,65000.0,UPI,Bangalore
TXN101493,2024-02-05,CUST321,Wallet,Accessories,1.0,,UPI,Hyderabad
TXN101494,2024-03-23,CUST385,Monitor,Electronics,,15000.0,Cash,Mumbai
TXN101495,2024-01-20,CUST362,Keyboard,Electronics,1.0,65000.0,Cash,Pune
TXN101496,2024-03-22,CUST364,Office Chair,Furniture,,500.0,UPI,Bangalore
TXN101497,2024-01-03,CUST171,Headphones,Electronics,3.0,1200.0,Cash,Bangalore
TXN100010,2024-03-26,CUST207,Lamp,Furniture,3.0,65000.0,Card,Mumbai
TXN101499,2024-01-23,CUST228,Mouse,Electronics,2.0,,UPI,Bangalore
TXN101500,2024-01-01,CUST160,Lamp,Furniture,,1200.0,Card,Hyderabad
TXN101501,2024-03-30,CUST45,Books,Education,3.0,15000.0,Cash,Delhi
TXN101502,2024-01-24,CUST163,Laptop,Electronics,1.0,1200.0,Cash,Mumbai
TXN101503,2024-01-11,CUST450,Office Chair,Furniture,2.0,,Cash,Pune
TXN101504,2024-03-31,CUST147,Books,Education,2.0,2500.0,UPI,Bangalore
TXN101505,2024-01-25,CUST140,Lamp,Furniture,3.0,15000.0,UPI,Pune
TXN101506,2024-02-15,CUST297,Notebook,Education,,2500.0,Card,Bangalore
TXN101507,2024-03-09,CUST292,Backpack,Accessories,1.0,65000.0,UPI,Delhi
TXN101508,2024-03-05,CUST283,Notebook,Education,2.0,2500.0,Cash,Bangalore
TXN101509,2024-02-03,CUST17,Headphones,Electronics,2.0,2500.0,UPI,Hyderabad
TXN101510,2024-02-17,CUST289,Desk,Furniture,2.0,15000.0,Card,Hyderabad
TXN101511,2024-01-02,CUST82,Keyboard,Electronics,1.0,,Card,Delhi
TXN101512,2024-02-09,CUST84,Notebook,Education,1.0,1200.0,Card,Hyderabad
TXN101513,2024-03-14,CUST356,Office Chair,Furniture,,65000.0,Card,Delhi
TXN101514,2024-02-13,CUST248,Backpack,Accessories,3.0,,Cash,Delhi
TXN101515,2024-02-24,CUST397,Books,Education,2.0,65000.0,Card,Hyderabad
TXN101516,2024-02-08,CUST454,Backpack,Accessories,2.0,65000.0,Cash,Hyderabad
TXN101517,2024-01-07,CUST497,Lamp,Furniture,2.0,1200.0,UPI,Bangalore
TXN101518,2024-01-01,CUST338,Desk,Furniture,,15000.0,UPI,Pune
TXN101519,2024-01-27,CUST224,Desk,Furniture,3.0,500.0,UPI,Pune
TXN101520,2024-02-14,CUST52,Lamp,Furniture,3.0,500.0,Card,Hyderabad
TXN101521,2024-02-29,CUST362,Backpack,Accessories,,,UPI,Mumbai
TXN101522,2024-02-11,CUST460,Backpack,Accessories,3.0,1200.0,Card,Delhi
TXN101523,2024-03-16,CUST14,Backpack,Accessories,3.0,15000.0,UPI,Hyderabad
TXN101524,2024-01-01,CUST313,Office Chair,Furniture,3.0,2500.0,Cash,Delhi
TXN101525,2024-01-28,CUST155,Mouse,Electronics,2.0,15000.0,Card,Mumbai
TXN101526,2024-02-09,CUST199,Notebook,Education,2.0,15000.0,Cash,Delhi
TXN101527,2024-03-28,CUST265,Keyboard,Electronics,,1200.0,UPI,Delhi
TXN101528,2024-01-02,CUST83,Keyboard,Electronics,1.0,,Card,Pune
TXN101529,2024-03-26,CUST206,Wallet,Accessories,1.0,15000.0,Card,Mumbai
TXN101530,2024-03-18,CUST414,Notebook,Education,3.0,,Card,Hyderabad
TXN101531,2024-01-15,CUST403,Notebook,Education,3.0,65000.0,UPI,Delhi
TXN101532,2024-03-31,CUST303,Backpack,Accessories,2.0,500.0,Card,Pune
TXN101533,2024-01-16,CUST445,Wallet,Accessories,1.0,15000.0,Card,Delhi
TXN101534,2024-03-27,CUST152,Books,Education,3.0,2500.0,UPI,Hyderabad
TXN101535,2024-02-27,CUST167,Books,Education,3.0,2500.0,Card,Mumbai
TXN101536,2024-02-01,CUST90,Keyboard,Electronics,1.0,65000.0,UPI,Hyderabad
TXN101537,2024-02-05,CUST177,Mouse,Electronics,2.0,,Card,
TXN101538,2024-02-17,CUST20,Lamp,Furniture,,500.0,UPI,Hyderabad
TXN101539,2024-02-08,CUST217,Monitor,Electronics,1.0,2500.0,Card,Mumbai
TXN101540,2024-01-11,CUST429,Lamp,Furniture,3.0,,Card,Mumbai
TXN101541,2024-03-10,CUST438,Lamp,Furniture,3.0,2500.0,UPI,Mumbai
TXN101542,2024-03-29,CUST399,Notebook,Education,2.0,15000.0,UPI,Bangalore
TXN101543,2024-02-04,CUST3,Headphones,Electronics,,1200.0,Card,Pune
TXN101544,2024-03-17,CUST405,Monitor,Electronics,2.0,2500.0,Cash,Bangalore
TXN101545,2024-01-29,CUST33,Mouse,Electronics,2.0,500.0,Cash,Bangalore
TXN101546,2024-03-12,CUST7,Wallet,Accessories,3.0,65000.0,Card,Bangalore
TXN101547,2024-03-04,CUST108,Notebook,Education,,1200.0,Cash,Pune
TXN101548,2024-03-14,CUST496,Wallet,Accessories,,500.0,UPI,Delhi
TXN101549,2024-02-17,CUST156,Books,Education,2.0,,Card,Bangalore
TXN101550,2024-01-22,CUST320,Wallet,Accessories,1.0,1200.0,Card,Hyderabad
TXN101551,2024-03-03,CUST121,Wallet,Accessories,1.0,2500.0,Card,Hyderabad
TXN101552,2024-01-28,CUST57,Desk,Furniture,1.0,500.0,Cash,Bangalore
TXN101553,2024-01-28,CUST215,Office Chair,Furniture,,65000.0,Cash,Bangalore
TXN101554,2024-03-22,CUST391,Notebook,Education,1.0,,Cash,Bangalore
TXN101555,2024-02-06,CUST423,Backpack,Accessories,,15000.0,Card,Pune
TXN101556,2024-02-12,CUST391,Desk,Furniture,3.0,500.0,Card,Pune
TXN101557,2024-03-22,CUST15,Monitor,Electronics,,15000.0,Cash,Pune
TXN101558,2024-02-22,CUST485,Lamp,Furniture,1.0,65000.0,UPI,Bangalore
TXN101559,2024-02-17,CUST12,Office Chair,Furniture,,,Cash,Hyderabad
TXN101560,2024-01-31,CUST90,Backpack,Accessories,2.0,15000.0,Card,Pune
TXN101561,2024-01-27,CUST296,Books,Education,3.0,500.0,Card,Delhi
TXN101562,2024-02-29,CUST257,Lamp,Furniture,,1200.0,Cash,Mumbai
TXN101563,2024-01-09,CUST4,Books,Education,2.0,15000.0,Cash,Mumbai
TXN101564,2024-02-03,CUST453,Wallet,Accessories,,500.0,Cash,Hyderabad
TXN101565,2024-01-08,CUST150,Headphones,Electronics,1.0,15000.0,Card,Mumbai
TXN101566,2024-01-14,CUST75,Notebook,Education,,15000.0,Card,Hyderabad
TXN101567,2024-01-19,CUST468,Mouse,Electronics,3.0,15000.0,UPI,Delhi
TXN101568,2024-01-10,CUST235,Desk,Furniture,1.0,2500.0,Cash,Delhi
TXN101569,2024-02-12,CUST404,Desk,Furniture,3.0,2500.0,Card,Bangalore
TXN101570,2024-01-04,CUST114,Books,Education,2.0,1200.0,Card,Hyderabad
TXN101571,2024-03-22,CUST157,Notebook,Education,3.0,,Card,Delhi
TXN101572,2024-02-19,CUST132,Books,Education,2.0,1200.0,Cash,Pune
TXN101573,2024-02-03,CUST187,Mouse,Electronics,3.0,1200.0,Cash,Hyderabad
TXN101574,2024-03-16,CUST437,Wallet,Accessories,2.0,2500.0,Cash,Bangalore
TXN101575,2024-03-08,CUST247,Notebook,Education,,,UPI,Delhi
TXN101576,2024-01-27,CUST115,Backpack,Accessories,1.0,2500.0,UPI,Bangalore
TXN101577,2024-03-22,CUST465,Mouse,Electronics,3.0,15000.0,UPI,Hyderabad
TXN101578,2024-02-21,CUST321,Lamp,Furniture,2.0,2500.0,UPI,Bangalore
TXN101579,2024-03-07,CUST127,Keyboard,Electronics,1.0,500.0,UPI,Bangalore
TXN101580,2024-02-28,CUST91,Lamp,Furniture,2.0,1200.0,UPI,Hyderabad
TXN101581,2024-01-09,CUST464,Notebook,Education,1.0,,UPI,Hyderabad
TXN101582,2024-03-15,CUST245,Books,Education,2.0,1200.0,Card,Mumbai
TXN101583,2024-02-26,CUST43,Keyboard,Electronics,1.0,1200.0,Card,Pune
TXN101584,2024-03-13,CUST5,Headphones,Electronics,2.0,65000.0,Cash,Delhi
TXN101585,2024-03-19,CUST387,Monitor,Electronics,2.0,65000.0,Card,Mumbai
TXN101586,2024-02-12,CUST260,Notebook,Education,3.0,15000.0,Card,Hyderabad
TXN101587,2024-02-05,CUST348,Notebook,Education,3.0,65000.0,Cash,Hyderabad
TXN101588,2024-02-10,CUST458,Notebook,Education,1.0,1200.0,Cash,Delhi
TXN101589,2024-03-27,CUST156,Backpack,Accessories,2.0,500.0,UPI,Delhi
TXN101590,2024-01-28,CUST158,Books,Education,2.0,500.0,Cash,Bangalore
TXN101591,2024-03-19,CUST108,Notebook,Education,1.0,,Cash,Pune
TXN101592,2024-01-21,CUST313,Books,Education,2.0,15000.0,Cash,Pune
TXN101593,2024-02-03,CUST242,Notebook,Education,,,Card,Bangalore
TXN101594,2024-02-10,CUST231,Desk,Furniture,3.0,,Card,Delhi
TXN101595,2024-02-22,CUST182,Wallet,Accessories,1.0,15000.0,Cash,Pune
TXN101596,2024-03-25,CUST367,Wallet,Accessories,1.0,,Card,Bangalore
TXN101597,2024-02-11,CUST286,Books,Education,3.0,15000.0,Cash,Pune
TXN101598,2024-02-01,CUST83,Lamp,Furniture,,2500.0,Card,Delhi
TXN101599,2024-03-31,CUST250,Backpack,Accessories,,,UPI,Bangalore
TXN101600,2024-02-05,CUST276,Backpack,Accessories,1.0,500.0,Card,Delhi
TXN101601,2024-01-10,CUST167,Books,Education,,1200.0,Cash,Delhi
TXN101602,2024-01-12,CUST225,Office Chair,Furniture,3.0,65000.0,UPI,Bangalore
TXN101603,2024-01-09,CUST446,Notebook,Education,1.0,1200.0,Cash,Bangalore
TXN101604,2024-01-30,CUST236,Notebook,Education,2.0,1200.0,Card,Bangalore
TXN101605,2024-01-03,CUST72,Lamp,Furniture,3.0,2500.0,UPI,Delhi
TXN101606,2024-01-08,CUST468,Wallet,Accessories,,500.0,Cash,Bangalore
TXN101607,2024-02-11,CUST405,Headphones,Electronics,,500.0,Cash,Delhi
TXN101608,2024-01-12,CUST499,Notebook,Education,1.0,,Cash,Mumbai
TXN101609,2024-03-19,CUST333,Lamp,Furniture,1.0,65000.0,UPI,Mumbai
TXN101610,2024-01-20,CUST334,Wallet,Accessories,,15000.0,Card,Mumbai
TXN101611,2024-03-29,CUST379,Lamp,Furniture,3.0,15000.0,Card,Mumbai
TXN101612,2024-01-03,CUST5,Wallet,Accessories,1.0,65000.0,UPI,Bangalore
TXN101613,2024-02-11,CUST273,Backpack,Accessories,3.0,1200.0,Card,Pune
TXN101614,2024-01-24,CUST52,Books,Education,2.0,1200.0,UPI,Hyderabad
TXN101615,2024-02-10,CUST476,Mouse,Electronics,3.0,500.0,UPI,Pune
TXN101616,2024-01-30,CUST480,Desk,Furniture,2.0,15000.0,UPI,Bangalore
TXN101617,2024-02-18,CUST14,Mouse,Electronics,,500.0,Card,Pune
TXN101618,2024-01-27,CUST395,Backpack,Accessories,,15000.0,Card,Hyderabad
TXN101619,2024-03-07,CUST63,Laptop,Electronics,2.0,65000.0,UPI,Pune
TXN101620,2024-02-23,CUST98,Monitor,Electronics,3.0,,UPI,Mumbai
TXN101621,2024-02-28,CUST9,Notebook,Education,3.0,65000.0,UPI,Delhi
TXN101622,2024-02-09,CUST429,Wallet,Accessories,1.0,2500.0,UPI,Delhi
TXN101623,2024-02-19,CUST449,Books,Education,1.0,,Card,Mumbai
TXN101624,2024-01-23,CUST290,Notebook,Education,1.0,1200.0,UPI,Pune
TXN101625,2024-01-27,CUST444,Office Chair,Furniture,,500.0,Cash,Bangalore
TXN101626,2024-03-07,CUST495,Notebook,Education,2.0,15000.0,UPI,Pune
TXN101627,2024-02-09,CUST207,Books,Education,2.0,500.0,Cash,Bangalore
TXN101628,2024-03-01,CUST18,Notebook,Education,1.0,500.0,Cash,Pune
TXN101629,2024-01-22,CUST81,Backpack,Accessories,,65000.0,UPI,Mumbai
TXN101630,2024-01-15,CUST496,Books,Education,1.0,15000.0,Card,Delhi
TXN101631,2024-01-01,CUST160,Wallet,Accessories,2.0,65000.0,Card,Delhi
TXN101632,2024-03-19,CUST343,Books,Education,3.0,,Cash,Mumbai
TXN101633,2024-01-17,CUST413,Wallet,Accessories,2.0,1200.0,UPI,Pune
TXN101634,2024-01-14,CUST128,Laptop,Electronics,,2500.0,UPI,Bangalore
TXN101635,2024-02-29,CUST343,Lamp,Furniture,3.0,2500.0,Cash,Hyderabad
TXN101636,2024-01-19,CUST297,Books,Education,3.0,15000.0,Cash,Mumbai
TXN100010,2024-03-22,CUST18,Backpack,Accessories,2.0,1200.0,UPI,Pune
TXN101638,2024-02-14,CUST97,Wallet,Accessories,1.0,65000.0,Cash,Hyderabad
TXN101639,2024-03-10,CUST226,Wallet,Accessories,2.0,15000.0,UPI,Bangalore
TXN101640,2024-03-03,CUST396,Notebook,Education,2.0,2500.0,Cash,Delhi
TXN101641,2024-02-24,CUST329,Keyboard,Electronics,3.0,500.0,UPI,Hyderabad
TXN101642,2024-01-16,CUST282,Office Chair,Furniture,2.0,15000.0,Cash,Bangalore
TXN101643,2024-01-11,CUST495,Desk,Furniture,3.0,15000.0,Cash,Pune
TXN101644,2024-01-03,CUST102,Backpack,Accessories,2.0,,Cash,Bangalore
TXN101645,2024-01-30,CUST356,Lamp,Furniture,1.0,65000.0,Cash,Pune
TXN101646,2024-03-22,CUST440,Books,Education,1.0,,Cash,Pune
TXN101647,2024-02-21,CUST152,Lamp,Furniture,,1200.0,Card,Hyderabad
TXN101648,2024-02-08,CUST1,Wallet,Accessories,,2500.0,UPI,Bangalore
TXN101649,2024-01-18,CUST74,Books,Education,1.0,500.0,Card,Pune
TXN101650,2024-03-16,CUST100,Desk,Furniture,2.0,,UPI,Bangalore
TXN101651,2024-01-16,CUST372,Mouse,Electronics,3.0,1200.0,Cash,Hyderabad
TXN101652,2024-02-11,CUST6,Office Chair,Furniture,,1200.0,Cash,Mumbai
TXN101653,2024-02-08,CUST421,Books,Education,,1200.0,UPI,Hyderabad
TXN101654,2024-02-04,CUST487,Backpack,Accessories,1.0,,UPI,Delhi
TXN101655,2024-03-31,CUST355,Books,Education,,15000.0,Card,Bangalore
TXN101656,2024-03-18,CUST492,Lamp,Furniture,1.0,500.0,Cash,Bangalore
TXN101657,2024-02-23,CUST30,Lamp,Furniture,,,Cash,Mumbai
TXN101658,2024-02-23,CUST342,Notebook,Education,3.0,,Card,Bangalore
TXN101659,2024-02-01,CUST300,Laptop,Electronics,1.0,,Card,Pune
TXN101660,2024-03-18,CUST429,Wallet,Accessories,1.0,,Cash,Delhi
TXN101661,2024-03-23,CUST489,Backpack,Accessories,1.0,65000.0,UPI,Hyderabad
TXN101662,2024-03-31,CUST463,Laptop,Electronics,2.0,2500.0,Cash,Delhi
TXN101663,2024-02-28,CUST294,Backpack,Accessories,3.0,,Cash,Mumbai
TXN101664,2024-01-04,CUST323,Wallet,Accessories,1.0,1200.0,Card,Mumbai
TXN101665,2024-02-02,CUST184,Notebook,Education,1.0,,Cash,Bangalore
TXN101666,2024-02-11,CUST235,Books,Education,3.0,15000.0,Cash,Bangalore
TXN101667,2024-02-14,CUST400,Office Chair,Furniture,3.0,,UPI,Delhi
TXN101668,2024-01-30,CUST163,Keyboard,Electronics,3.0,65000.0,Card,Mumbai
TXN101669,2024-01-24,CUST388,Monitor,Electronics,3.0,65000.0,Card,Pune
TXN101670,2024-02-16,CUST387,Notebook,Education,3.0,2500.0,UPI,Pune
TXN101671,2024-03-05,CUST359,Books,Education,1.0,1200.0,Cash,Hyderabad
TXN101672,2024-01-26,CUST48,Books,Education,,65000.0,UPI,Hyderabad
TXN101673,2024-02-15,CUST204,Wallet,Accessories,2.0,,UPI,Delhi
TXN101674,2024-02-26,CUST423,Keyboard,Electronics,1.0,2500.0,UPI,Pune
TXN101675,2024-03-29,CUST113,Lamp,Furniture,3.0,500.0,UPI,Pune
TXN101676,2024-01-03,CUST440,Backpack,Accessories,2.0,500.0,Cash,Delhi
TXN101677,2024-03-07,CUST298,Wallet,Accessories,2.0,15000.0,Card,Hyderabad
TXN101678,2024-02-16,CUST461,Wallet,Accessories,3.0,2500.0,UPI,Bangalore
TXN101679,2024-03-30,CUST127,Books,Education,2.0,2500.0,Cash,Hyderabad
TXN101680,2024-03-18,CUST117,Office Chair,Furniture,,65000.0,Cash,Bangalore
TXN101681,2024-02-28,CUST317,Desk,Furniture,3.0,65000.0,Card,Delhi
TXN101682,2024-03-12,CUST333,Backpack,Accessories,2.0,500.0,UPI,Bangalore
TXN101683,2024-02-05,CUST292,Backpack,Accessories,1.0,,Card,Mumbai
TXN101684,2024-02-27,CUST159,Wallet,Accessories,2.0,15000.0,Cash,Bangalore
TXN101685,2024-03-28,CUST301,Books,Education,,1200.0,Card,Mumbai
TXN101686,2024-03-08,CUST212,Keyboard,Electronics,1.0,500.0,Cash,Pune
TXN101687,2024-03-04,CUST374,Office Chair,Furniture,2.0,1200.0,UPI,Bangalore
TXN101688,2024-03-28,CUST199,Laptop,Electronics,,65000.0,Card,Delhi
TXN101689,2024-02-15,CUST91,Backpack,Accessories,3.0,1200.0,Cash,Delhi
TXN101690,2024-01-26,CUST117,Notebook,Education,1.0,1200.0,Card,Mumbai
TXN101691,2024-03-18,CUST32,Notebook,Education,1.0,65000.0,Cash,Mumbai
TXN101692,2024-03-08,CUST7,Books,Education,2.0,500.0,UPI,Bangalore
TXN101693,2024-01-09,CUST490,Wallet,Accessories,1.0,65000.0,UPI,Pune
TXN101694,2024-03-28,CUST468,Backpack,Accessories,2.0,2500.0,UPI,Hyderabad
TXN101695,2024-01-23,CUST260,Books,Education,,,UPI,Delhi
TXN101696,2024-01-16,CUST414,Headphones,Electronics,1.0,65000.0,Card,Bangalore
TXN101697,2024-01-13,CUST255,Keyboard,Electronics,2.0,65000.0,UPI,Hyderabad
TXN101698,2024-03-11,CUST426,Lamp,Furniture,3.0,15000.0,Card,Delhi
TXN101699,2024-01-19,CUST123,Headphones,Electronics,1.0,2500.0,Card,Pune
TXN101700,2024-03-02,CUST416,Backpack,Accessories,3.0,500.0,Cash,Hyderabad
TXN101701,2024-03-08,CUST289,Headphones,Electronics,1.0,,Cash,Hyderabad
TXN101702,2024-01-26,CUST150,Backpack,Accessories,3.0,2500.0,Cash,Delhi
TXN101703,2024-03-03,CUST54,Wallet,Accessories,,500.0,Card,Hyderabad
TXN101704,2024-02-06,CUST395,Wallet,Accessories,3.0,15000.0,Cash,Mumbai
TXN101705,2024-03-14,CUST278,Mouse,Electronics,1.0,2500.0,UPI,Bangalore
TXN101706,2024-02-19,CUST97,Headphones,Electronics,1.0,500.0,Card,Hyderabad
TXN101707,2024-03-30,CUST23,Monitor,Electronics,2.0,65000.0,UPI,Mumbai
TXN101708,2024-01-27,CUST254,Backpack,Accessories,2.0,,UPI,Hyderabad
TXN101709,2024-01-15,CUST474,Laptop,Electronics,,1200.0,Card,Mumbai
TXN101710,2024-01-30,CUST191,Lamp,Furniture,3.0,1200.0,Card,Mumbai
TXN101711,2024-02-24,CUST349,Office Chair,Furniture,2.0,65000.0,Cash,Bangalore
TXN101712,2024-02-23,CUST422,Lamp,Furniture,3.0,15000.0,Card,Delhi
TXN101713,2024-03-21,CUST355,Books,Education,,2500.0,Card,Mumbai
TXN101714,2024-01-15,CUST82,Backpack,Accessories,2.0,500.0,Card,Mumbai
TXN101715,2024-02-02,CUST490,Lamp,Furniture,3.0,1200.0,Cash,Delhi
TXN101716,2024-01-16,CUST203,Notebook,Education,3.0,65000.0,UPI,Mumbai
TXN101717,2024-03-01,CUST246,Backpack,Accessories,2.0,65000.0,UPI,Mumbai
TXN101718,2024-03-29,CUST413,Office Chair,Furniture,,1200.0,UPI,Pune
TXN101719,2024-03-17,CUST394,Wallet,Accessories,,,UPI,Hyderabad
TXN101720,2024-01-20,CUST175,Office Chair,Furniture,3.0,500.0,Card,Pune
TXN101721,2024-02-18,CUST79,Notebook,Education,2.0,,Card,Hyderabad
TXN101722,2024-03-25,CUST370,Mouse,Electronics,2.0,,Card,Mumbai
TXN101723,2024-03-12,CUST83,Backpack,Accessories,2.0,65000.0,UPI,Hyderabad
TXN101724,2024-03-07,CUST274,Books,Education,1.0,,UPI,Hyderabad
TXN101725,2024-01-14,CUST351,Lamp,Furniture,3.0,2500.0,UPI,Mumbai
TXN101726,2024-01-16,CUST439,Backpack,Accessories,1.0,15000.0,UPI,Mumbai
TXN101727,2024-02-06,CUST352,Laptop,Electronics,,65000.0,Cash,Delhi
TXN101728,2024-03-22,CUST233,Backpack,Accessories,,65000.0,Card,Pune
TXN101729,2024-01-23,CUST494,Wallet,Accessories,2.0,1200.0,Card,Bangalore
TXN101730,2024-01-19,CUST22,Desk,Furniture,1.0,15000.0,Card,Delhi
TXN101731,2024-02-21,CUST216,Desk,Furniture,2.0,,Card,Delhi
TXN101732,2024-02-11,CUST341,Wallet,Accessories,,15000.0,Card,Pune
TXN101733,2024-01-25,CUST486,Office Chair,Furniture,2.0,,Cash,Hyderabad
TXN101734,2024-01-28,CUST202,Notebook,Education,,2500.0,UPI,Delhi
TXN101735,2024-03-20,CUST212,Headphones,Electronics,,2500.0,UPI,Pune
TXN101736,2024-03-07,CUST222,Desk,Furniture,2.0,,UPI,Delhi
TXN101737,2024-02-04,CUST382,Mouse,Electronics,,65000.0,Cash,Hyderabad
TXN101738,2024-01-26,CUST78,Lamp,Furniture,,65000.0,Card,Bangalore
TXN101739,2024-03-19,CUST272,Backpack,Accessories,2.0,15000.0,Cash,Mumbai
TXN100010,2024-01-07,CUST170,Laptop,Electronics,1.0,500.0,UPI,Bangalore
TXN101741,2024-01-09,CUST186,Books,Education,2.0,1200.0,Cash,Bangalore
TXN101742,2024-02-08,CUST52,Wallet,Accessories,3.0,,Cash,Pune
TXN101743,2024-03-20,CUST210,Office Chair,Furniture,,500.0,UPI,Hyderabad
TXN101744,2024-01-19,CUST466,Wallet,Accessories,2.0,500.0,Card,Mumbai
TXN101745,2024-01-22,CUST393,Mouse,Electronics,,15000.0,UPI,Hyderabad
TXN101746,2024-03-03,CUST485,Notebook,Education,2.0,15000.0,Cash,Hyderabad
TXN101747,2024-01-18,CUST320,Notebook,Education,1.0,2500.0,Card,Delhi
TXN101748,2024-01-11,CUST182,Office Chair,Furniture,2.0,,Cash,Delhi
TXN101749,2024-02-02,CUST99,Headphones,Electronics,,1200.0,Cash,Bangalore
TXN101750,2024-01-31,CUST359,Monitor,Electronics,3.0,1200.0,Card,Bangalore
